Name,Ref,ERP002469,ERP003612,ERP004605,ERP005534,ERP005860,ERP005989,ERP008729,ERP009131,ERP010700,ERP012177,ERP012929,ERP012929a,ERP012929b,ERP013562,ERP013933,ERP016813,SRP008047,SRP011011,SRP045211,SRP056054,SRP066479,SRP067325,SRP069019,SRP076620,SRP080787,SRP090628,SRP090628a,SRP090628b,SRP096283,SRP096283a,SRP096283b,SRP100446,SRP100575
ERP002469,0.8179873675602709,-1.0,0.9717452251883149,0.9575407572169683,0.9692679548065611,0.9509939759838337,0.9536689297751323,0.9704522170296972,0.9232470920739801,0.9633816514940815,0.9554750968323997,0.9613154364766001,0.9616049393584454,0.9639402659068173,0.958861764790325,0.9693557220747893,0.9476962349739101,0.9475298627087075,0.951465841571421,0.946015196658731,0.908363216921029,0.9528297633049256,0.951230861487603,0.8256974505673836,0.9246282119950621,0.9511169794590707,0.9449255852419282,0.9224992464274305,0.9328157094252333,0.9568090755249868,0.9610098514076582,0.9668870100388771,0.9394290074691859,0.9376007804834924
ERP003612,0.8215151505575513,-1.0,-1.0,0.9647611476091124,0.970085907033334,0.953286147450384,0.9498606971128942,0.9679143236032008,0.8907490573899267,0.9679555787594369,0.9537167952093689,0.9710071162264969,0.967767065315478,0.9659672105949959,0.9530230510738417,0.968353869694078,0.9440529587820743,0.9520673322472164,0.9521366040652038,0.9335594012994634,0.8864802807123803,0.9501670036667804,0.9426310045550875,0.8251893533451633,0.9132874693947249,0.9513813530279808,0.9534222722909417,0.9304586652181323,0.9375488039795551,0.962779335565788,0.9670298987814897,0.9686843551324138,0.9264757221486972,0.927870075451581
ERP004605,0.8477195648836592,-1.0,-1.0,-1.0,0.961107903239855,0.9473115533329067,0.9492464863998591,0.9574042547035103,0.8719890704474927,0.966489614260194,0.9498358891902355,0.967660172362048,0.9621583674658184,0.9614918896594676,0.9522477892578886,0.9527971306193492,0.937864509434654,0.9447942112007243,0.9422346303522026,0.929187199515423,0.8705411884251308,0.9429134668476616,0.9390193516408599,0.8426215735011328,0.9001874371960772,0.9494868732724838,0.9355036306885055,0.9380898439431045,0.930392024614404,0.9482859901211569,0.9547033689936728,0.9547628487818184,0.9173750767753109,0.921884540786347
ERP005534,0.8334282455366591,-1.0,-1.0,-1.0,-1.0,0.9534957163084535,0.9536729246824821,0.9702511240748591,0.8925368639730288,0.9667163372277849,0.9578070555435356,0.9722455411014701,0.9691782963785047,0.9685683240754522,0.954905997665408,0.9634671946083371,0.9450873575044416,0.9474100727768496,0.9514822990314912,0.9387951148970275,0.881400786326835,0.942682926942177,0.9435196688329921,0.8840654255146324,0.9070773945359969,0.9471762982535566,0.9480769607181878,0.933003817299221,0.9242721022510797,0.968714944988376,0.9670547357355659,0.9730683832354319,0.9248818014580908,0.9302503247691185
ERP005860,0.8332087465056321,-1.0,-1.0,-1.0,-1.0,-1.0,0.9423698222930251,0.9562709876632851,0.8993296720436103,0.9488975965598617,0.9628510917974193,0.957319580577166,0.9538404851127532,0.9514088645257855,0.9701933356514495,0.9523755349189095,0.960462884711759,0.9638811355590116,0.968392691412957,0.9461633416074618,0.8779111885838299,0.949712663115281,0.9367042025343295,0.834993051096645,0.9186910989355855,0.9438745102481771,0.9605023466994655,0.9521674855543506,0.9509741848464761,0.9603784198835573,0.961090142144967,0.9605672520009158,0.9275686965865435,0.9379554719113631
ERP005989,0.8494649041663647,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9571623857327859,0.8685878439772287,0.9570782124191632,0.9404630379019953,0.9589661131117582,0.9453478266803247,0.9467239317084336,0.9438337550688709,0.9538736348799246,0.9319786781116561,0.9405544954704597,0.9367609919750974,0.9290103871915264,0.8586812745735689,0.925052967882896,0.9322464407699921,0.8451978812209237,0.903410350300078,0.940551396623186,0.9462219111333349,0.9500942615004018,0.9468310096065209,0.9519377617403045,0.9580473313282712,0.9598669537828274,0.91826753097281,0.9193749889488657
ERP008729,0.8380035364527693,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9152832456679962,0.9634355733684014,0.9555652883327969,0.9638416479854839,0.9575373846402435,0.9626368334663472,0.9557538164599212,0.9679810005142346,0.9542408240432513,0.9503983693889474,0.9531369279321131,0.9462435608517646,0.88510770689699,0.9401317959803929,0.9449218071826373,0.8078971101662451,0.9332280952921798,0.9535292570061333,0.9487619572134466,0.9315371489468276,0.9514520964116235,0.9603924176575355,0.960805165601172,0.9620973831288541,0.9318087608528829,0.9505651513285013
ERP009131,0.7098656526070729,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8797133583148307,0.9020280720220647,0.8689194098436455,0.8807658754234674,0.8815625390552383,0.8948317952555129,0.9103523251508456,0.9151697880026236,0.9079098257268207,0.8893022391013388,0.8877762758981056,0.851760889644995,0.8843858298532917,0.931247388803289,0.746891550485981,0.8470230156840797,0.9084726361850163,0.8812589495742168,0.8757558483740782,0.8797392861179165,0.8659235718074318,0.8939814488484867,0.891199014051814,0.9112531843889601,0.8995260092997032
ERP010700,0.8615747954273795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9572511211876586,0.9648447581447508,0.9614318380687944,0.9621301771543215,0.9490793996628921,0.9614366339845377,0.9412402370171797,0.9476599980848497,0.9440017167590823,0.9350545390555843,0.8744286264379169,0.9307668326805539,0.9491291573542816,0.8706429346145583,0.908108887498561,0.9475270684831011,0.9341051021972793,0.9363554251569122,0.9306134506875207,0.9479560862212818,0.9533648021592538,0.9585973510411528,0.9231024324110211,0.9273151826902206
ERP012177,0.8150606417083479,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9518037992307384,0.950615089393573,0.9531201537293861,0.9660595309866411,0.9528461077855334,0.9597481289337418,0.9599918599856185,0.962139376488825,0.9445271406453324,0.8599043739522704,0.9388766117946938,0.9440933672957501,0.8345512160744564,0.8911849013224276,0.9402987048362802,0.9376920983357652,0.9345948252702191,0.9207672659345247,0.950096287123856,0.9531796973034102,0.9570935413655208,0.9257000425619758,0.9372375210850358
